Judul,URL,Tanggal,Konten,Kelas
Tentara Israel Meledakkan Rumah-rumah di Desa Perbatasan Lebanon,https://internasional.kompas.com/read/2024/10/27/090700770/tentara-israel-meledakkan-rumah-rumah-di-desa-perbatasan-lebanon,27/10/2024 09:07,"BEIRUT, KOMPAS.com - Media Berita Nasional Lebanon (NNA) mengatakan bahwa tentara Israel meledakkan rumah-rumah di desa-desa perbatasan Lebanon pada Sabtu (26/10/2024).
""Tentara Israel sejak fajar telah meledakkan dan menghancurkan rumah-rumah di desa perbatasan Adaisseh,"" kata NNA.
NNA juga melaporkan ada ledakan besar di desa perbatasan Kfar Kila, dan ledakan itu terdengar di selatan.
Baca juga: Iran Berhak Membela Diri Usai Israel Menyerang dan Menewaskan 4 Tentara
Sementara itu, juru bicara militer Israel Avichay Adraee mengatakan, 400 ton bahan peledak digunakan untuk meledakkan fasilitas bawah tanah strategis di Lebanon selatan.
""Terowongan itu panjangnya lebih dari 1,5 kilometer,"" terang Adraee, dikutip dari AFP pada Minggu (27/10/2024).



Tentara Israel menerbitkan sebuah video yang memperlihatkan ledakan besar di perbatasan.
Media pemerintah Lebanon telah melaporkan beberapa insiden ledakan Israel yang menargetkan rumah-rumah di desa-desa perbatasan dalam beberapa hari terakhir.
Channel 12 Israel menyiarkan rekaman pada Jumat yang memperlihatkan salah satu presenternya melihat peledakan sebuah bangunan saat berada di dalam bersama pasukan Israel di desa Aita al-Shaab di Lebanon selatan.
Hizbullah mengatakan bahwa mereka memerangi tentara Israel dari jarak dekat di desa-desa perbatasan Lebanon.
Kedua belah pihak mulai saling tembak lintas perbatasan tahun lalu, tetapi perang habis-habisan meletus pada 23 September 2024, ketika Israel meningkatkan kampanye udaranya terhadap benteng-benteng Hizbullah di Lebanon selatan, ibu kota Beirut, dan Lembah Bekaa timur.
Diketahui, perang tersebut telah menewaskan sedikitnya 1.615 orang di Lebanon, menurut penghitungan AFP dari data kementerian kesehatan.
Meskipun jumlah sebenarnya kemungkinan bisa lebih tinggi karena adanya kesenjangan dalam data.










Baca juga: [UNIK GLOBAL] Rawat Suami 6 Tahun, Sembuh Langsung Diceraikan | Pesan Uber Unta di Gurun Dubai
Selain itu, perang juga telah menyebabkan sedikitnya 1,3 juta orang mengungsi, menurut Organisasi Internasional untuk Migrasi.
Lebih dari 800.000 orang telah mencari perlindungan di Lebanon sementara lebih dari setengah juta orang telah melarikan diri ke Suriah, sebagian besar dari mereka adalah warga Suriah, menurut otoritas Lebanon.

Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",GLOBAL
"Marak Penyelundupan Narkoba, BNN dan Kementerian Pemasyarakatan Bakal Sidak Lapas",https://megapolitan.kompas.com/read/2024/10/27/09032261/marak-penyelundupan-narkoba-bnn-dan-kementerian-pemasyarakatan-bakal,27/10/2024 09:03,"JAKARTA, KOMPAS.com - Badan Narkotika Nasional (BNN) Republik Indonesia (RI) akan segera berkoordinasi dengan Kementerian Imigrasi dan Pemasyarakatan terkait maraknya peredaran narkoba di Lembaga Pemasyarakatan. ""Saya bersama-sama dengan Pak Menteri Imigrasi dan Pemasyarakatan ini akan bertemu sebentar lagi karena beliau baru dilantik dan kita akan menyusun program bagaimana menyelesaikan itu semuanya,"" kata Kepala BNN, Komjen Marthinus Hukom, di Jalan Jendral Sudirman, Jakarta Pusat, Minggu (27/10/2024).
Marthinus menekankan, BNN akan terus melakukan penangkapan kepada pelaku terkait barang haram tersebut.  ""Kami akan terus menangkap dimana-mana, itu salah satu upaya untuk melakukan penekanan sampai pada titik terendah para oknum-oknum yang mencoba untuk menjual fisik dan narkoba tersebut,"" ucapnya.
Baca juga: Istri “Sayang Suami” Selundupkan Narkoba Saat Berkunjung ke Lapas Salemba Kendati demikian, BNN juga menekankan pencegahan agar peredaran dan penggunaan narkoba di Indonesia menurun.


 ""Mencegah adalah menjaga, mengajak masyarakat untuk punya kesadaran untuk tidak menggunakan narkoba karena dengan mencegah kita membuat masyarakat menjadi polisi bagi dirinya sendiri,"" ujarnya. Diberitakan sebelumnya, EM (35), seorang wanita dari Batang, Jawa Tengah, kedapatan menyelundupkan ekstasi dan sabu di dalam tubuhnya saat dia mengunjungi suaminya, FR, di Lapas Kelas II A Salemba, Jakarta Pusat. Insiden ini terjadi pada Selasa (22/10/2024) ketika petugas lapas mencurigai gerak-gerik EM saat pemeriksaan sebelum memasuki area kunjungan. “Petugas penggeledahan wanita kami menemukan barang terlarang yang diduga narkoba dalam bungkusan lakban hitam di dalam kemaluan pengunjung wanita,” kata Kepala Lapas Kelas II A Salemba, Beni Hidayat, Jumat (25/10/2024). Bungkusan tersebut kemudian dibuka dan ditemukan enam butir ekstasi serta satu paket sabu seberat 4,95 gram.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",NEWS
Hyundai Mengaku Studi MPV Hybrid untuk Pasar Indonesia,https://otomotif.kompas.com/read/2024/10/27/090100015/hyundai-mengaku-studi-mpv-hybrid-untuk-pasar-indonesia,27/10/2024 09:01,"JAKARTA, KOMPAS.com - PT Hyundai Motors Indonesia (HMID) menyatakan sedang melakukan studi untuk menghadirkan mobil Multi Purpose Vehicle (MPV) berteknologi hybrid di Indonesia.
Ini adalah langkah strategis mengingat segmen MPV sangat populer di kalangan konsumen Indonesia dengan rata-rata market share sekitar 20 persen tiap tahun, berkat kapasitasnya yang bisa mengakomodasi banyak penumpang.
Fransiscus Soerjopranoto, Chief Operating Officer PT HMID, menyatakan bahwa perusahaan tidak menutup kemungkinan untuk menawarkan pilihan MPV berbasis elektrifikasi di pasar nasional.
Baca juga: Bus PO Sanjaya Oleng Depan Banyak Orang, Sopir Langsung Dipecat
Dok. Hyundai Hyundai All New Kona Electric
""MPV Hybrid itu sudah dalam studi kita, semua kemungkinan ada. Pusat R&D kami ada di PT Hyundai Motor Manufacturing Indonesia (HMMI), jadi bisa cek fasilitasnya di pabrik Cikarang,"" ujarnya di Jakarta belum lama ini.



Perseroan juga menekankan mereka akan memprioritaskan pengembangan model MPV dan SUV dengan berbagai jenis powertrain. Frans menegaskan,
""Intinya, SUV dan MPV akan menjadi perhatian kami untuk memiliki lebih banyak pilihan powertrain. Bukan hanya konvensional, tetapi juga sejalan dengan arahan global bahwa kami akan memperkenalkan hybrid,"" kata dia.
Langkah ini mencerminkan komitmen Hyundai untuk beradaptasi dengan tren global menuju elektrifikasi, sekaligus memenuhi permintaan pasar domestik.
Baca juga: Beda dari Jokowi, Mobil Presiden Prabowo Warna Putih
KOMPAS.com/Adityo Hyundai Santa Fe
Baru-baru ini, HMID juga meluncurkan mobil hybrid pertamanya di Indonesia dan langsung diproduksi lokal, yaitu Hyundai Santa Fe, yang telah mendapatkan respon positif dari konsumen.
Dengan rencana peluncuran MPV hybrid, Hyundai Indonesia menunjukkan keseriusannya dalam menghadirkan inovasi serta memenuhi kebutuhan konsumen yang semakin mengedepankan keberlanjutan dan efisiensi bahan bakar.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",OTOMOTIF
"Mengenal BRICS, Blok Ekonomi Pesaing Geng Amerika Serikat Cs",https://money.kompas.com/read/2024/10/27/090032126/mengenal-brics-blok-ekonomi-pesaing-geng-amerika-serikat-cs,27/10/2024 09:00,"KOMPAS.com - Indonesia baru-baru ini dikabarkan bakal menjadi mitra BRICS. Bergabung dengan BRICS bisa memberikan Indonesia peluang besar memperluas kemitraan ekonomi.
BRICS, yang mewakili sekitar tiga miliar penduduk dunia, menawarkan pasar ekspor potensial bagi produk-produk Indonesia, seperti hasil pertanian, tekstil, dan elektronik. Belum lagi kerja sama ekonomi di bidang lainnya seperti investasi.
Menteri Luar Negeri Republik Indonesia (Menlu RI) Sugiono juga sudah resmi mengumumkan bahwa Indonesia tengah menjajaki keanggotaan bersama kelompok ekonomi penantang dominasi negara-negara Barat itu.
Pengumuman tersebut disampaikan oleh Sugiono dalam Konferensi Tingkat Tinggi (KTT) BRICS Plus di Kazan, Rusia, pada Kamis 24 Oktober 2024.
Baca juga: Penasaran Berapa Harga Bensin di Arab Saudi yang Kaya Minyak?
Apa itu BRICS?
Mengutip BBC, organisasi ekonomi ini awalnya dibentuk oleh Brasil, Rusia, India, dan China. Nama BRIC kemudian diambil dari huruf pertama negara-negara anggotanya.



Keempat negara berkembang ini cukup mendominasi perekonomian global. Pertumbuhan ekonomi keempat negara ini sangat tinggi sepanjang dekade tahun 2000-an. 
Melihat peluang besar menantang dominasi ekonomi Amerika Serikat dan para sekutu Baratnya, Presiden Rusia Vladimir Putin kemudian menginisiasi pertemuan keempat negara dalam sebuah konferensi di Rusia.
Pertemuan itu sekaligus menjadi KTT BRIC resmi pertama. pada 2010, Afrika Selatan bergabung dengan blok tersebut atas undangan dari China. Dari sinilah nama BRIC berubah menjadi BRICS seperti yang kita kenal saat ini.
Kelompok ini dirancang untuk menyatukan negara-negara berkembang terpenting di dunia, untuk menantang kekuatan politik dan ekonomi negara-negara kaya di Amerika Utara dan Eropa Barat. BRICS adalah ancaman besar bagi kelompok G7 yang berisi negara-negara maju.
Baca juga: Mengapa Israel Begitu Kaya Raya?
Mesir, Ethiopia, Iran, Arab Saudi, dan Uni Emirat Arab (UEA) diundang untuk menjadi anggota mulai 1 Januari 2024.
Argentina juga diundang untuk bergabung dengan BRICS, namun Presiden Javier Milei yang menang pemilu dan lebih cenderung pro-Barat kemudian menarik diri pada bulan Desember 2023, tak lama setelah menjabat.
Kelompok ini menetapkan prioritas ekonomi dan membuat keputusan pada setiap pertemuan tahunan. Para anggotanya bergiliran menjabat sebagai presiden selama setahun.
Karena masuknya beberapa anggota baru, BRICS kemudian diubah namanya menjadi BRICS+. Indonesia belakangan menyatakan minat bergabung sebagai mitra pada 2024.
Kelompok BRICS+ yang diperluas ini memiliki populasi gabungan sekitar 3,5 miliar, atau 45 persen dari penduduk dunia.
Jika digabungkan, ekonomi para anggotanya bernilai lebih dari 28,5 triliun dollar AS sekitar 28 persen dari ekonomi global.
Baca juga: Menlu Sugiono Sebut Indonesia Ingin Bergabung dengan BRICS, Apa Itu?",MONEY
"Anak Usaha MDKA Rehabilitasi 76,23 Hektar Lahan Eks Tambang di Banyuwangi",https://money.kompas.com/read/2024/10/27/090000626/anak-usaha-mdka-rehabilitasi-76-23-hektar-lahan-eks-tambang-di-banyuwangi-,27/10/2024 09:00,"BANYUWANGI, KOMPAS.com - PT Bumi Suksesindo (PT BSI), perusahaan tambang emas dan perak yang merupakan anak usaha PT Merdeka Copper Gold, Tbk telah melakukan rehabilitasi dan reklamasi lahan eks lokasi tambang seluas total 76,23 hektare di kawasan Pertambangan Tujuh Bukit, Desa Sumberagung, Kecamatan Pesanggaran, Kabupaten Banyuwangi, Jawa Timur. Total luas reklamasi dan rehabilitasi lahan bekas tambang ini merupakan proses yang dikerjakan sejak 2016 hingga semester I-2024. Presiden Direktur PT BSI Adi Adriansyah Sjoekri mengatakan, perusahaannya menerapkan sistem reklamasi progresif. Artinya reklamasi dilakukan tanpa menunggu masa tambang di Tujuh Bukit selesai secara keseluruhan. ""Saat ini total lahan yangtelah direhabilitasi dan direklamasi 76,23 hektare pada kurun waktu 2016 sampai semester I 2024,"" ujar Adi Adriansyah dalam keterangan resminya pada Jumat (25/10/2024).  Baca juga: Lestarikan Lingkungan, MDKA Tanam 1.000 Bibit Mangrove di Jakut dan Bekasi


 Rehabilitasi dan reklamasi dilakukan dengan menanam berbagai bibit pohon. Menurut, Rehab Specialist PT BSI, Rizki Marlinda mengatakan, jumlah total bibit pohon yang telah ditanam sejak 2016 hingga Oktober 2024, ada 66.184 bibit pohon yang sudah ditanam untuk proses rehabilitasi dan reklamasi. Dari total jumlah tersebut, sebanyak 60 persennya merupakan tanaman lokal. Misalnya Pohon Bayur, Pohon Walangan. Kemudian ada juga Pohon Beringin, Pohon Randu, Pohon Jambu Air dan lainnya. Bibit-bibit pohon yang ditanam berasal dari persemaian atau nursery yang berada di kompleks lokasi tambang Tujuh Bukit. ""Tempat ini adalah tempat untuk produksi tanaman yang akan digunakan untuk kegiatan reklamasi di Bumi Suksesindo. Nursery kita muat 15.000 (bibit).
Baca juga: 6 Saham Paling Boncos dalam Sepekan, Ada ARTO, BUKA, hingga MDKA

 Rata-rata kita produksi dari tanaman lokal, kita ambil dari cabutan anakan alam yang ada di gunung Tumpang Pitu sendiri, sebagian dari biji, sebagian juga dari stek,"" jelas Rizki. Untuk diketahui, PT BSI mengoperasikan Tambang Emas Tujuh Bukit berdasarkan Izin Usaha Pertambangan Operasi danProduksi yang dimiliki sejak 2012. Pertambangan dilakukan di atas lahan seluas 4.998 hektare di area hutan produksi di Desa Sumberagung, Kecamatan Pesanggaran, Kabupaten Banyuwangi, dengan hanya 993 hektare dari 4.998 hektar.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",MONEY
"Tak Selalu Positif, Begini Efek Samping Mindfulness yang Jarang Dibicarakan",https://www.kompas.com/tren/read/2024/10/27/090000765/tak-selalu-positif-begini-efek-samping-mindfulness-yang-jarang-dibicarakan,27/10/2024 09:00,"KOMPAS.com - Meditasi mindfulness cukup populer di Indonesia beberapa waktu belakangan, terutama di kalangan anak muda.
Teknik ini seringkali dianggap sebagai solusi ajaib untuk stres dan masalah kesehatan mental.
Tapi, sebelum terburu-buru mengikuti kelas meditasi, ada baiknya kita mengetahui bahwa di balik meditasi dan mindfulness juga memiliki sisi gelap yang jarang dibicarakan.
Baca juga: Kekuatan Pikiran, Meditasi Mindfulness Bisa Redakan Nyeri Kronis
Efek samping mindfulness, rasa tercabut dari tubuh
Dikutip dari iNews UK, Rabu (17/7/2024), sebuah penelitian yang dilakukan oleh Dr. Julieta Galante dari University of Cambridge menunjukkan bahwa latihan mindfulness dapat memicu pengalaman mental yang aneh.
Pengalaman mental yang dimaksud adalah membuat orang merasa terputus dari tubuh mereka.



Hal ini terungkap ketika Galante meneliti sekelompok mahasiswa yang mengikuti pelatihan mindfulness selama 8 minggu.
Hasilnya, mereka yang mengikuti pelatihan tersebut lebih mungkin melaporkan pengalaman-pengalaman yang tidak biasa, termasuk yang dikenal sebagai kondisi kesadaran yang berubah.  
Beberapa pengalaman ini memang menyenangkan, seperti pengalaman spiritual atau rasa bahagia.
Namun, ada juga sensasi lain yang kurang menyenangkan, seperti perasaan ""disembodiment"" atau terlepas dari tubuh.
""Anda mulai merasakan batas tubuhmu sedikit kurang jelas, di mana tubuhmu berakhir dan di mana ruang dimulai,"" kata Galante dikutip dari iNews UK.
Dalam survei lain terhadap praktisi mindfulness, beberapa orang melaporkan merasa seolah-olah mereka tidak hadir, mereka seperti sedang menonton diri sendiri, atau seolah-olah mereka telah meninggalkan tubuh mereka.
Baca juga: Sering Dianggap Sama, Ini Perbedaan Mindfulness dan Meditasi
Pengalaman seperti ini juga bisa terjadi dalam kehidupan sehari-hari, misalnya saat merasakan emosi yang mendalam, seperti kesedihan, putus cinta, atau spiritualitas.
Willem Kuyken dari Oxford Mindfulness Centre yang tidak terlibat dalam penelitian ini tidak memungkiri bahwa mungkin latihan tersebut memiliki efek samping.
""Meditasi mindfulness berpotensi menjadi cara yang cukup ampuh untuk melatih pikiran,"" kata Kuyken.
""Apa pun yang efektif, mungkin ada efek sampingnya,"" imbuhnya.",TREN
Debat Kedua Pilkada Jakarta 2024 Digelar Malam ini,https://megapolitan.kompas.com/read/2024/10/27/08570131/debat-kedua-pilkada-jakarta-2024-digelar-malam-ini,27/10/2024 08:57,"JAKARTA, KOMPAS.com - Debat calon gubernur dan wakil gubernur Jakarta yang kedua akan diselenggarakan di Beach City International Stadium (BCIS), Pademangan, Ancol, Jakarta Utara, pukul 19.00 WIB, malam ini. Tema yang diusung pada debat kedua kali ini akan mengangkat isu tentang ekonomi dan kesejahteraan masyarakat. ""Tema debat kedua sendiri soal ekonomi dan kesejahteraan masyarakat. Ekonomi dan kesejahteraan sosial,"" ucap Ketua Divisi Data dan Informasi KPU Jakarta Fahmi Zikrillah saat ditemui di Balai Kota Jakarta, Kebon Sirih, Jakarta Pusat, Senin (21/10/2024) malam. Baca juga: Beda Hasil Survei Pilkada Jakarta LSI dan Poltracking Diselidiki, Ada Lembaga yang Berbohong? Akan ada enam subtema pada debat kedua Pilkada Jakarta 2024, yaitu infrastruktur terintegrasi dan pelayanan dasar prima; pendidikan dan kesehatan; penanganan ketimpangan sosial; pembangunan ekonomi digital dan usaha mikro, kecil, dan menengah (UMKM); pariwisata dan ekonomi kreatif; dan inflasi bahan pokok. Debat ini akan berlangsung selama 150 menit dan melibatkan tujuh panelis yang berasal dari berbagai bidang keilmuan sesuai tema debat.


 Nantinya juga akan ada dua moderator yang memandu selama acara debat berlangsung. Dia moderator yang ditunjuk, yaitu Frisca Clarissa dan Rivana Pratiwi. Tujuh panelis yang akan hadir yakni:1. Dekan Fakultas Kedokteran Universitas Pembangunan Nasional Veteran Jakarta (UPNVJ), Taufiq F. Pasiak;2. Direktur Eksekutif Institute for Development of Economics and Finance (Indef), Tauhid Ahmad;3. Sekretaris Jenderal Organisasi Pekerja Seluruh Indonesia (OPSI), Timboel Siregar;4. Aktivis dan pendiri Perkumpulan Kader Bangsa, Dimas Oky Nugroho;5. Rektor IPB dan ahli ekologi politik, Arif Satria;6. Pengusaha dan konten kreator di bidang keuangan dan investasi, Felicia Putri Tjiasaka;7. Mantan Ketua Komnas HAM periode 2016-2017, Imdadun Rahmat. ""Nama-nama panelis ini berbeda dari panelis yang terlibat dalam debat perdana. Panelis telah disesuaikan dengan tema debat,"" kata dia. Baca juga: Daftar 7 Panelis Debat Kedua Cagub-Cawagub Pilkada Jakarta 2024 Selain itu, juga terdapat enam segmen pada debat kedua Pilkada Jakarta 2024. Format enam segmen tersebut masih sama dengan debat perdana pada tiga minggu yang lalu. Segmen 1 untuk penyampaian visi misi program masing-masing pasangan calon gubernur dan wakil gubernur, segmen 2 dan 3 untuk pendalaman visi misi oleh moderator, lalu segmen 4 dan 5 tanya jawab antarpasangan calon, dan segmen 6 penyampaian pernyataan penutup setiap pasangan calon. Diketahui, Pilkada Jakarta 2024 diikuti oleh tiga pasangan calon, yaitu Ridwan Kamil-Suswono yang diusung Koalisi Indonesia Maju (KIM), pasangan independen Dharma Pongrekun-Kun Wardana, serta pasangan Pramono Anung-Rano Karno yang diusung PDI Perjuangan. Kampanye akan berlangsung hingga 23 November 2024, dengan pemungutan suara serentak dijadwalkan pada 27 November 2024.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",NEWS
"Jadwal Grand Final MPL S14, RRQ Vs Team Liquid",https://tekno.kompas.com/read/2024/10/27/08570057/jadwal-grand-final-mpl-s14-rrq-vs-team-liquid,27/10/2024 08:57,"KOMPAS.com - Kompetisi Mobile Legends Professional League Season 14 (MPL S14) mencapai babak puncak hari ini, Minggu (27/10/2024). Babak Grand Final MPL ID S14 mempertemukan RRQ Hoshi dan Team Liquid ID.
Ini bukan pertama kalinya kedua tim bertemu. RRQ Hoshi dan Team Liquid ID sudah bertemu pada babak upper bracket final. Di babak tersebut, RRQ mengalahkan Team Liquid dengan skor 3-2.
Jadwal Grand Final MPL S14 akan digelar secara langsung pada Minggu (27/10/2024) di Eldorado Dome, Bandung, Jawa Barat.
Berikut ini jadwal Grand Final MPL ID S14:

Grand Final MPL S14 RRQ Hoshi vs Team Liquid ID pukul 17.00 WIB. 

Format best of 7
Berbeda dengan babak Playoff, Grand Final MPL S14 akan mengusung format tujuh pertandingan terbaik alias Best of 7 (BO7).
Baca juga: Gamer Indonesia Dipo Akbar Membalap untuk Tim E-sports Gresini MotoGP
Artinya, suatu tim bisa dinyatakan menang apabila mendapatkan empat kemenangan lebih awal dari lawan, yaitu dengan skor 4-0, 4-1, 4-2, atau 4-3. 



Kompas.com/BILL CLINTEN RRQ Hoshi yang memenangkan laga Upper Bracket Final MPL S14 dan mendapatkan tiket ke kompetisi M6 World Championship.
Penggemar yang ingin merasakan keseruan Playoff MPL S14 bisa datang langsung ke Eldorado Dome dan menonton pertandingan di area MPL ID Festival.
Bagi penggemar yang tak bisa datang ke venue bisa memantau siaran langsung MPL S14 di kanal YouTube MPL Indonesia atau MLBB Indonesia di tautan berikut ini.

RRQ Hoshi belum pernah kalah
Ini bukan pertama kalinya RRQ dan Team Liquid bertemu di MPL S14. Kedua tim ini total sudah bertemu tiga kali yaitu dua kali pada babak Regular Season dan satu kali di Final Upper Bracket babak Playoff MPL S14.
Baca juga: Jadi Atlet E-Sports, Main Game Diatur dan Jam Tidur Harus Lapor 
Pada babak Regular Season, Team Liquid ID dan RRQ Hoshi ""beradu mekanik"" pada pekan ketiga dan pekan kesembilan. Kedua match ini dimenangkan oleh RRQ Hoshi, dengan skor 2-0 dan 2-1. Dengan kata lain, Team Liquid ID belum pernah mengalahkan RRQ Hoshi di MPL S14.
Kompas.com/BILL CLINTEN Team Liquid ID menang laga Lower Bracket Final MPL S14 melawan Bigetron Alpha.
Pada babak Final Upper Bracket, RRQ Hoshi mengalahkan Team Liquid dengan skor 3-2. Namun, kemenangan ini tidak diperoleh dengan mudah.
Awalnya RRQ tertinggal 2-0, tetapi bisa membalikkan keadaan menjadi 3-2. Ini artinya meski belum pernah menang sekalipun, Team Liquid masih punya peluang besar untuk memenangkan pertandingan melawan RRQ Hoshi.
Apalagi ini adalah babak penentuan juara. Sehingga kedua tim akan tampil all out dengan membawa strategi terbaik.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",TEKNO
Ahn Hyo Seop Bocorkan Aktingnya di The Prophet: Omniscient Reader,https://www.kompas.com/hype/read/2024/10/27/085346466/ahn-hyo-seop-bocorkan-aktingnya-di-the-prophet-omniscient-reader,27/10/2024 08:53,"JAKARTA, KOMPAS.com - Aktor Korea Ahn Hyo Seop membocorkan aktingnya dalam film mendatang, The Prophet: Omniscient Reader. Awalnya Ahn Hyo Seop menuturkan kesibukannya enam bulan belakangan. ""Untuk enam bulan terakhir ini saya sudah syuting film judulnya The Prophet: Omniscient Reader. Saya sedang menyelamatkan dunia, jadi semuanya nikmati filmnya ya,"" ujar Ahn Hyo Seop di CGV Central Park, Jakarta Barat, Sabtu (26/10/2024). Ahn Hyo Seop bertanya kepada para penggemar di hadapannya apakah sudah ada yang mengetahui tentang film tersebut. Tentunya dijawab ya oleh para penggemarnya.
Baca juga: Kembali ke Jakarta, Ahn Hyo Seop: Menyala Abangku!  Kata Ahn Hyo Seop, genre film tersebut ialah science fiction. 


 ""Jadi selama berada di tanah, saya juga banyak berada di udara. Saya juga banyak pakai kabel (sling) saat syuting. Action-nya pasti sangat seru sih,"" tutur Ahn Hyo Seop. Ia meminta agar menonton film yang kabarnya akan tayang pada 2025 itu. Film ini juga dimainkan oleh Lee Min Ho, Jisoo BLACKPINK, Chae Soo Bin, dan masih banyak lagi.
Baca juga: Gaet Gen Z, Mie Sedaap Gandeng Ahn Hyo-seop Jadi Brand Ambassador Adapun Ahn Hyo Seop datang ke Jakarta kemarin untuk menghadapi acara Come See Mie - Meet The Stars of The Ultimate Journey sebagai brand ambassador Mie Sedaap. Ia bertemu dengan penggemar-penggemar yang beruntung selama sekitar 30 menit.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",HYPE
"Jadwal Jakarta Film Week 2024 Hari Terakhir, Ada BebeFinn Pinkfong hingga Don't Cry, Butterfly",https://www.kompas.com/hype/read/2024/10/27/085001866/jadwal-jakarta-film-week-2024-hari-terakhir-ada-bebefinn-pinkfong-hingga,27/10/2024 08:50,"JAKARTA, KOMPAS.com - Penyelenggaraan Jakarta Film Week memasuki hari terakhirnya.
Tahun ini total sebanyak 140 film dari 55 negara diputar secara bergantian.
Selain itu ada banyak program menarik yang bisa dihadiri dari mulai bincang-bincang bersama sineas hingga pemutaran film eksklusif.
Jakarta Film Week 2024 akan ditutup dengan pemutaran film Don't Cry, Butterfly.
Berikut sinopsis film-film yang akan tayang di hari terakhir Jakarta Film Week.
Baca juga: 5 Film Rekomendasi Kristo Immanuel di Jakarta Film Week 2024



1. BebeFinn - Pinkfong
BebeFinn - Pinkfong adalah bagian dari program Family Time Jakarta Film Week 2024.
Program ini diharapkan menjadi wadah bagi para penikmat film yang ingin mengenalkan festival ke anak-anaknya.
BebeFinn - Pinkfong akan diputar di Galeri Cipta Taman Ismail Marzuki pukul 10.00 WIB.
2. Breaking the Cycle
Breaking the Cycle adalah film dokumenter dari Thailand garapan Aekaphong Saransate dan Thankrit Duangmaneeporn.
Sekelompok politisi muda yang berkampanye menentang konstitusi otoriter angkat bicara, memicu harapan, dan menyulut gerakan sekali seumur hidup dalam eksplorasi penuh energi tentang pemilihan umum baru-baru ini di Thailand.
Breaking the Cycle akan diputar di Audi 3 CGV Grand Indonesia pukul 12.20 WIB.
3. A Song Sung Blue
Xian adalah seorang gadis berusia 15 tahun yang dikirim untuk tinggal bersama ayahnya yang terasing di Harbin setelah ibunya bekerja di Afrika.
Di sana Xian lalu tertarik dengan Mingmei, putri dari pacar ayahnya saat ini.
A Song Sung Blue akan diputar di Audi 6 CGV Grand Indonesia pukul 12.30 WIB.
4. Favoriten
Favoriten adalah film dokumenter yang mengeksplorasi sistem pengajaran dan pembelajaran di Wina, Austria.",HYPE
